name,symbol,market
프리엠스,053160.KQ,KOSDAQ
자비스,254120.KQ,KOSDAQ
동국알앤에스,075970.KQ,KOSDAQ
에이전트AI,060900.KQ,KOSDAQ
시디즈,134790.KS,KOSPI
씨이랩,189330.KQ,KOSDAQ
케이피엠테크,042040.KQ,KOSDAQ
DL우,000215.KS,KOSPI
그리티,204020.KQ,KOSDAQ
CNT85,056730.KQ,KOSDAQ
파인메딕스,387570.KQ,KOSDAQ
캠시스,050110.KQ,KOSDAQ
뷰티스킨,406820.KQ,KOSDAQ
오션인더블유,052300.KQ,KOSDAQ
아이즈비전,031310.KQ,KOSDAQ
신한제11호스팩,452980.KQ,KOSDAQ
인크레더블버즈,064090.KQ,KOSDAQ
비비씨,318410.KQ,KOSDAQ
오공,045060.KQ,KOSDAQ
플레이그램,009810.KS,KOSPI
진바이오텍,086060.KQ,KOSDAQ
신원종합개발,017000.KQ,KOSDAQ
바이브컴퍼니,301300.KQ,KOSDAQ
서전기전,189860.KQ,KOSDAQ
넥스턴앤롤코리아,089140.KQ,KOSDAQ
휴맥스,115160.KQ,KOSDAQ
플랜티넷,075130.KQ,KOSDAQ
이렘,009730.KQ,KOSDAQ
SH에너지화학,002360.KS,KOSPI
우정바이오,215380.KQ,KOSDAQ
신풍,002870.KS,KOSPI
씨유메디칼,115480.KQ,KOSDAQ
카티스,140430.KQ,KOSDAQ
웹스,196700.KQ,KOSDAQ
파버나인,177830.KQ,KOSDAQ
브레인즈컴퍼니,099390.KQ,KOSDAQ
이루온,065440.KQ,KOSDAQ
부산주공,005030.KS,KOSPI
스페코,013810.KQ,KOSDAQ
아시아경제,127710.KQ,KOSDAQ
세림B&G,340440.KQ,KOSDAQ
대신정보통신,020180.KQ,KOSDAQ
KBG,318000.KQ,KOSDAQ
에스씨엠생명과학,298060.KQ,KOSDAQ
THE E&M,089230.KQ,KOSDAQ
KR모터스,000040.KS,KOSPI
KS인더스트리,101000.KQ,KOSDAQ
휴엠앤씨,263920.KQ,KOSDAQ
앤디포스,238090.KQ,KOSDAQ
애드포러스,397810.KQ,KOSDAQ
이엔플러스,074610.KS,KOSPI
오늘이엔엠,192410.KQ,KOSDAQ
한국큐빅,021650.KQ,KOSDAQ
젠큐릭스,229000.KQ,KOSDAQ
케이쓰리아이,431190.KQ,KOSDAQ
체리부로,066360.KQ,KOSDAQ
테크엘,064520.KQ,KOSDAQ
캐스텍코리아,071850.KQ,KOSDAQ
아이컴포넌트,059100.KQ,KOSDAQ
모헨즈,006920.KQ,KOSDAQ
네오리진,094860.KQ,KOSDAQ
코셈,360350.KQ,KOSDAQ
피델릭스,032580.KQ,KOSDAQ
GH신소재,130500.KQ,KOSDAQ
피앤씨테크,237750.KQ,KOSDAQ
컬러레이,900310.KQ,KOSDAQ
ES큐브,050120.KQ,KOSDAQ
썸에이지,208640.KQ,KOSDAQ
신화콘텍,187270.KQ,KOSDAQ
인콘,083640.KQ,KOSDAQ
아이퀘스트,262840.KQ,KOSDAQ
엔피,291230.KQ,KOSDAQ
디에이테크놀로지,196490.KQ,KOSDAQ
휴네시온,290270.KQ,KOSDAQ
뉴키즈온,462310.KQ,KOSDAQ
씨싸이트,109670.KQ,KOSDAQ
이화공영,001840.KQ,KOSDAQ
엠브레인,169330.KQ,KOSDAQ
카이노스메드,284620.KQ,KOSDAQ
이노뎁,303530.KQ,KOSDAQ
셀피글로벌,068940.KQ,KOSDAQ
원일특강,012620.KQ,KOSDAQ
힘스,238490.KQ,KOSDAQ
이노시뮬레이션,274400.KQ,KOSDAQ
케이바이오,038530.KQ,KOSDAQ
유틸렉스,263050.KQ,KOSDAQ
프럼파스트,035200.KQ,KOSDAQ
오픈놀,440320.KQ,KOSDAQ
윙입푸드,900340.KQ,KOSDAQ
대한과학,131220.KQ,KOSDAQ
동양파일,228340.KQ,KOSDAQ
제놀루션,225220.KQ,KOSDAQ
엔에이치스팩29호,451700.KQ,KOSDAQ
대한방직,001070.KS,KOSPI
원티드랩,376980.KQ,KOSDAQ
알톤,123750.KQ,KOSDAQ
셀레믹스,331920.KQ,KOSDAQ
아이지넷,462980.KQ,KOSDAQ
대동스틸,048470.KQ,KOSDAQ
글로본,019660.KQ,KOSDAQ
모나미,005360.KS,KOSPI
쏘닉스,088280.KQ,KOSDAQ
오디텍,080520.KQ,KOSDAQ
넥사다이내믹스,351320.KQ,KOSDAQ
솔루스첨단소재1우,33637K.KS,KOSPI
플래티어,367000.KQ,KOSDAQ
에스에이티,060540.KQ,KOSDAQ
진시스템,363250.KQ,KOSDAQ
소프트캠프,258790.KQ,KOSDAQ
세방우,004365.KS,KOSPI
윙스풋,335870.KQ,KOSDAQ
디티앤씨알오,383930.KQ,KOSDAQ
대덕전자1우,35320K.KS,KOSPI
부스타,008470.KQ,KOSDAQ
우리이앤엘,153490.KQ,KOSDAQ
파인텍,131760.KQ,KOSDAQ
아이티센피엔에스,232830.KQ,KOSDAQ
애드바이오텍,179530.KQ,KOSDAQ
엔비티,236810.KQ,KOSDAQ
서울제약,018680.KQ,KOSDAQ
한익스프레스,014130.KS,KOSPI
원림,005820.KS,KOSPI
한창산업,079170.KQ,KOSDAQ
코오롱우,002025.KS,KOSPI
레이저쎌,412350.KQ,KOSDAQ
오가닉티코스메틱,900300.KQ,KOSDAQ
티케이지애강,022220.KQ,KOSDAQ
대원화성,024890.KS,KOSPI
아센디오,012170.KS,KOSPI
바른손,018700.KQ,KOSDAQ
파인디앤씨,049120.KQ,KOSDAQ
나라셀라,405920.KQ,KOSDAQ
체시스,033250.KS,KOSPI
리더스코스메틱,016100.KQ,KOSDAQ
세화피앤씨,252500.KQ,KOSDAQ
신진에스엠,138070.KQ,KOSDAQ
바이오포트,188040.KQ,KOSDAQ
대림통상,006570.KS,KOSPI
경인전자,009140.KS,KOSPI
세우글로벌,013000.KS,KOSPI
동일제강,002690.KS,KOSPI
미래아이앤지,007120.KS,KOSPI
NE능률,053290.KQ,KOSDAQ
한성기업,003680.KS,KOSPI
조아제약,034940.KQ,KOSDAQ
알티캐스트,085810.KQ,KOSDAQ
삼진,032750.KQ,KOSDAQ
성창오토텍,080470.KQ,KOSDAQ
엔시트론,101400.KQ,KOSDAQ
유니드비티플러스,446070.KS,KOSPI
한국맥널티,222980.KQ,KOSDAQ
엔에이치스팩30호,466910.KQ,KOSDAQ
성우테크론,045300.KQ,KOSDAQ
미디어젠,279600.KQ,KOSDAQ
엑시온그룹,069920.KQ,KOSDAQ
라닉스,317120.KQ,KOSDAQ
한국전자홀딩스,006200.KS,KOSPI
에스에너지,095910.KQ,KOSDAQ
MH에탄올,023150.KS,KOSPI
한창제지,009460.KS,KOSPI
에코글로우,159910.KQ,KOSDAQ
케이웨더,068100.KQ,KOSDAQ
신시웨이,290560.KQ,KOSDAQ
루멘스,038060.KQ,KOSDAQ
더코디,224060.KQ,KOSDAQ
무림SP,001810.KQ,KOSDAQ
시큐브,131090.KQ,KOSDAQ
키네마스터,139670.KQ,KOSDAQ
온타이드,005320.KS,KOSPI
에이치와이티씨,148930.KQ,KOSDAQ
이원컴포텍,088290.KQ,KOSDAQ
에넥스,011090.KS,KOSPI
아이티아이즈,372800.KQ,KOSDAQ
포톤,208710.KQ,KOSDAQ
벡트,457600.KQ,KOSDAQ
핑거스토리,417180.KQ,KOSDAQ
에스엘에스바이오,246250.KQ,KOSDAQ
한빛소프트,047080.KQ,KOSDAQ
SUN&L,002820.KS,KOSPI
동일스틸럭스,023790.KQ,KOSDAQ
엠에프씨,432980.KQ,KOSDAQ
시지트로닉스,429270.KQ,KOSDAQ
형지글로벌,308100.KQ,KOSDAQ
솔트웨어,328380.KQ,KOSDAQ
모코엠시스,333050.KQ,KOSDAQ
두산퓨얼셀2우B,33626L.KS,KOSPI
세기상사,002420.KS,KOSPI
아이윈,090150.KQ,KOSDAQ
한일화학,007770.KQ,KOSDAQ
한화갤러리아우,45226K.KS,KOSPI
형지I&C,011080.KQ,KOSDAQ
디모아,016670.KQ,KOSDAQ
멕아이씨에스,058110.KQ,KOSDAQ
링크드,193250.KQ,KOSDAQ
웰크론한텍,076080.KQ,KOSDAQ
우진아이엔에스,010400.KS,KOSPI
이엠앤아이,083470.KQ,KOSDAQ
알엔투테크놀로지,148250.KQ,KOSDAQ
파인디지털,038950.KQ,KOSDAQ
남성,004270.KS,KOSPI
CSA 코스믹,083660.KQ,KOSDAQ
이씨에스,067010.KQ,KOSDAQ
기산텔레콤,035460.KQ,KOSDAQ
한세엠케이,069640.KS,KOSPI
아우딘퓨쳐스,227610.KQ,KOSDAQ
딜리,131180.KQ,KOSDAQ
제이케이시냅스,060230.KQ,KOSDAQ
에스앤더블류,103230.KQ,KOSDAQ
비츠로시스,054220.KQ,KOSDAQ
오스템,031510.KQ,KOSDAQ
디지캡,197140.KQ,KOSDAQ
동양에스텍,060380.KQ,KOSDAQ
디티앤씨,187220.KQ,KOSDAQ
수성웹툰,084180.KQ,KOSDAQ
피씨디렉트,051380.KQ,KOSDAQ
배럴,267790.KQ,KOSDAQ
롤링스톤,214610.KQ,KOSDAQ
엑셀세라퓨틱스,373110.KQ,KOSDAQ
정원엔시스,045510.KQ,KOSDAQ
삼보산업,009620.KQ,KOSDAQ
진양폴리,010640.KS,KOSPI
신도기연,290520.KQ,KOSDAQ
WISCOM,024070.KS,KOSPI
대성미생물,036480.KQ,KOSDAQ
모아데이타,288980.KQ,KOSDAQ
드림인사이트,362990.KQ,KOSDAQ
이지트로닉스,377330.KQ,KOSDAQ
서산,079650.KQ,KOSDAQ
동원수산,030720.KS,KOSPI
밸로프,331520.KQ,KOSDAQ
팜스빌,318010.KQ,KOSDAQ
제이엠아이,033050.KQ,KOSDAQ
티에스넥스젠,043220.KQ,KOSDAQ
풍강,093380.KQ,KOSDAQ
세종메디칼,258830.KQ,KOSDAQ
큐로홀딩스,051780.KQ,KOSDAQ
S&K폴리텍,091340.KQ,KOSDAQ
호텔신라우,008775.KS,KOSPI
KB제27호스팩,464680.KQ,KOSDAQ
아즈텍WB,032080.KQ,KOSDAQ
이노룰스,296640.KQ,KOSDAQ
지니틱스,303030.KQ,KOSDAQ
선샤인푸드,217620.KQ,KOSDAQ
에이에프더블류,312610.KQ,KOSDAQ
카스,016920.KQ,KOSDAQ
한창,005110.KS,KOSPI
유진테크놀로지,240600.KQ,KOSDAQ
모비릭스,348030.KQ,KOSDAQ
주연테크,044380.KS,KOSPI
한주라이트메탈,198940.KQ,KOSDAQ
대한항공우,003495.KS,KOSPI
아시아종묘,154030.KQ,KOSDAQ
동성제약,002210.KS,KOSPI
대호특수강,021040.KQ,KOSDAQ
E8,418620.KQ,KOSDAQ
플레이위드,023770.KQ,KOSDAQ
비스토스,419540.KQ,KOSDAQ
로지시스,067730.KQ,KOSDAQ
핀텔,291810.KQ,KOSDAQ
비비안,002070.KS,KOSPI
휴럼,353190.KQ,KOSDAQ
넥센타이어1우B,002355.KS,KOSPI
지란지교시큐리티,208350.KQ,KOSDAQ
한울앤제주,276730.KQ,KOSDAQ
진영,285800.KQ,KOSDAQ
소프트센,032680.KQ,KOSDAQ
코퍼스코리아,322780.KQ,KOSDAQ
티피씨글로벌,130740.KQ,KOSDAQ
에이텀,355690.KQ,KOSDAQ
TBH글로벌,084870.KS,KOSPI
핸즈코퍼레이션,143210.KS,KOSPI
조이웍스앤코,309930.KQ,KOSDAQ
스튜디오삼익,415380.KQ,KOSDAQ
한솔인티큐브,070590.KQ,KOSDAQ
넥스트아이,137940.KQ,KOSDAQ
뉴인텍,012340.KQ,KOSDAQ
진도,088790.KS,KOSPI
우리엔터프라이즈,037400.KQ,KOSDAQ
디와이씨,310870.KQ,KOSDAQ
비피도,238200.KQ,KOSDAQ
한국정보공학,039740.KQ,KOSDAQ
디젠스,113810.KQ,KOSDAQ
바른손이앤에이,035620.KQ,KOSDAQ
이스트아시아홀딩스,900110.KQ,KOSDAQ
BF랩스,139050.KQ,KOSDAQ
대동금속,020400.KQ,KOSDAQ
글로벌에스엠,900070.KQ,KOSDAQ
한국정밀기계,101680.KQ,KOSDAQ
세동,053060.KQ,KOSDAQ
스타플렉스,115570.KQ,KOSDAQ
윈하이텍,192390.KQ,KOSDAQ
태원물산,001420.KS,KOSPI
하이퍼코퍼레이션,065650.KQ,KOSDAQ
애머릿지,900100.KQ,KOSDAQ
스튜디오산타클로스,204630.KQ,KOSDAQ
삼일,032280.KQ,KOSDAQ
롯데지주우,00499K.KS,KOSPI
세중,039310.KQ,KOSDAQ
대상우,001685.KS,KOSPI
본느,226340.KQ,KOSDAQ
이엘피,063760.KQ,KOSDAQ
이스타코,015020.KS,KOSPI
인바이오,352940.KQ,KOSDAQ
대산F&B,065150.KQ,KOSDAQ
핌스,347770.KQ,KOSDAQ
패션플랫폼,225590.KQ,KOSDAQ
피플바이오,304840.KQ,KOSDAQ
우진비앤지,018620.KQ,KOSDAQ
에이치케이,044780.KQ,KOSDAQ
에프알텍,073540.KQ,KOSDAQ
윌비스,008600.KS,KOSPI
스코넥,276040.KQ,KOSDAQ
대교우B,019685.KS,KOSPI
바이오인프라,199730.KQ,KOSDAQ
크린앤사이언스,045520.KQ,KOSDAQ
플루토스,019570.KQ,KOSDAQ
씨엔플러스,115530.KQ,KOSDAQ
베셀,177350.KQ,KOSDAQ
휴맥스홀딩스,028080.KQ,KOSDAQ
SHD,001770.KS,KOSPI
아이스크림에듀,289010.KQ,KOSDAQ
엑사이엔씨,054940.KQ,KOSDAQ
한탑,002680.KQ,KOSDAQ
빌리언스,044480.KQ,KOSDAQ
나노씨엠에스,247660.KQ,KOSDAQ
한국유니온제약,080720.KQ,KOSDAQ
디지아이,043360.KQ,KOSDAQ
비유테크놀러지,230980.KQ,KOSDAQ
웰킵스하이텍,043590.KQ,KOSDAQ
인터엠,017250.KQ,KOSDAQ
벨로크,424760.KQ,KOSDAQ
신라에스지,025870.KQ,KOSDAQ
다산솔루에타,154040.KQ,KOSDAQ
플라즈맵,405000.KQ,KOSDAQ
나노캠텍,091970.KQ,KOSDAQ
전진바이오팜,110020.KQ,KOSDAQ
이노인스트루먼트,215790.KQ,KOSDAQ
브이씨,365900.KQ,KOSDAQ
케이피티유,054410.KQ,KOSDAQ
에스폴리텍,050760.KQ,KOSDAQ
한진칼우,18064K.KS,KOSPI
한국주강,025890.KS,KOSPI
녹십자홀딩스2우,005257.KS,KOSPI
이노진,344860.KQ,KOSDAQ
유비온,084440.KQ,KOSDAQ
에스디시스템,121890.KQ,KOSDAQ
이퓨쳐,134060.KQ,KOSDAQ
아이씨에이치,368600.KQ,KOSDAQ
판타지오,032800.KQ,KOSDAQ
삼진엘앤디,054090.KQ,KOSDAQ
삼영에스앤씨,361670.KQ,KOSDAQ
에스티오,098660.KQ,KOSDAQ
메디앙스,014100.KQ,KOSDAQ
엘디티,096870.KQ,KOSDAQ
에이엔피,015260.KS,KOSPI
토박스코리아,215480.KQ,KOSDAQ
파커스,065690.KQ,KOSDAQ
케이엠제약,225430.KQ,KOSDAQ
세진티에스,067770.KQ,KOSDAQ
지엔코,065060.KQ,KOSDAQ
바이온,032980.KQ,KOSDAQ
앤씨앤,092600.KQ,KOSDAQ
참엔지니어링,009310.KS,KOSPI
일정실업,008500.KS,KOSPI
케스피온,079190.KQ,KOSDAQ
다이나믹디자인,145210.KS,KOSPI
KC그린홀딩스,009440.KS,KOSPI
듀오백,073190.KQ,KOSDAQ
국일신동,060480.KQ,KOSDAQ
엔피케이,048830.KQ,KOSDAQ
원풍물산,008290.KQ,KOSDAQ
오에스피,368970.KQ,KOSDAQ
넥센우,005725.KS,KOSPI
LX하우시스우,108675.KS,KOSPI
미래에셋비전스팩4호,477380.KQ,KOSDAQ
피씨엘,241820.KQ,KOSDAQ
미래에셋비전스팩7호,482680.KQ,KOSDAQ
케이이엠텍,106080.KQ,KOSDAQ
에스에스알,275630.KQ,KOSDAQ
골드앤에스,035290.KQ,KOSDAQ
하이트진로2우B,000087.KS,KOSPI
삼성스팩13호,0115H0.KQ,KOSDAQ
광진실업,026910.KQ,KOSDAQ
스타에스엠리츠,204210.KS,KOSPI
노블엠앤비,106520.KQ,KOSDAQ
비케이홀딩스,050090.KQ,KOSDAQ
CS,065770.KQ,KOSDAQ
대한제당우,001795.KS,KOSPI
KB제33호스팩,0072Z0.KQ,KOSDAQ
대신밸런스제16호스팩,457630.KQ,KOSDAQ
하나36호스팩,0101C0.KQ,KOSDAQ
씨엑스아이,900120.KQ,KOSDAQ
하나30호스팩,469880.KQ,KOSDAQ
에이치엠씨제7호스팩,477340.KQ,KOSDAQ
드래곤플라이,030350.KQ,KOSDAQ
삼성스팩10호,0044K0.KQ,KOSDAQ
유아이디,069330.KQ,KOSDAQ
에스아이리소스,065420.KQ,KOSDAQ
프로브잇,227100.KQ,KOSDAQ
서울전자통신,027040.KQ,KOSDAQ
인베니아,079950.KQ,KOSDAQ
유안타제15호스팩,473050.KQ,KOSDAQ
미래에셋비전스팩6호,478440.KQ,KOSDAQ
한국ANKOR유전,152550.KS,KOSPI
예선테크,250930.KQ,KOSDAQ
한국제15호스팩,479880.KQ,KOSDAQ
한주에이알티,058450.KQ,KOSDAQ
미래에셋비전스팩11호,0099W0.KQ,KOSDAQ
에이리츠,140910.KS,KOSPI
뉴보텍,060260.KQ,KOSDAQ
삼양사우,145995.KS,KOSPI
키움제11호스팩,489480.KQ,KOSDAQ
코이즈,121850.KQ,KOSDAQ
솔루스첨단소재2우B,33637L.KS,KOSPI
셀레스트라,352770.KQ,KOSDAQ
엔에이치스팩31호,481890.KQ,KOSDAQ
캐리,313760.KQ,KOSDAQ
올리패스,244460.KQ,KOSDAQ
세니젠,188260.KQ,KOSDAQ
삼성스팩12호,0096B0.KQ,KOSDAQ
대신밸런스제17호스팩,471050.KQ,KOSDAQ
디비금융제13호스팩,489730.KQ,KOSDAQ
KB제29호스팩,478390.KQ,KOSDAQ
미래에셋비전스팩10호,0097F0.KQ,KOSDAQ
엔에이치스팩32호,0054V0.KQ,KOSDAQ
IBKS제25호스팩,0099X0.KQ,KOSDAQ
KB제32호스팩,0037T0.KQ,KOSDAQ
대상홀딩스우,084695.KS,KOSPI
DB금융스팩12호,477760.KQ,KOSDAQ
미래에셋비전스팩8호,0093G0.KQ,KOSDAQ
교보16호스팩,482520.KQ,KOSDAQ
메디콕스,054180.KQ,KOSDAQ
KB제31호스팩,492220.KQ,KOSDAQ
LX홀딩스1우,38380K.KS,KOSPI
NPC우,004255.KS,KOSPI
신영스팩11호,0091W0.KQ,KOSDAQ
JW중외제약2우B,001067.KS,KOSPI
삼영이엔씨,065570.KQ,KOSDAQ
메리츠제1호스팩,0088D0.KQ,KOSDAQ
대신밸런스제19호스팩,482690.KQ,KOSDAQ
하나35호스팩,0041L0.KQ,KOSDAQ
비엔케이제2호스팩,473370.KQ,KOSDAQ
삼성스팩11호,0071M0.KQ,KOSDAQ
아이톡시,052770.KQ,KOSDAQ
신한제14호스팩,487360.KQ,KOSDAQ
하나31호스팩,469900.KQ,KOSDAQ
신한제12호스팩,474660.KQ,KOSDAQ
미래에셋비전스팩5호,477470.KQ,KOSDAQ
태양금속우,004105.KS,KOSPI
스타코링크,060240.KQ,KOSDAQ
신한제16호스팩,496070.KQ,KOSDAQ
유진스팩12호,0105P0.KQ,KOSDAQ
코오롱글로벌우,003075.KS,KOSPI
해성산업1우,03481K.KQ,KOSDAQ
유안타제16호스팩,474490.KQ,KOSDAQ
대덕1우,00806K.KS,KOSPI
교보17호스팩,489210.KQ,KOSDAQ
유안타제11호스팩,444920.KQ,KOSDAQ
KB제30호스팩,486630.KQ,KOSDAQ
미래에셋비전스팩9호,0096D0.KQ,KOSDAQ
교보19호스팩,0098T0.KQ,KOSDAQ
상상인제4호스팩,452670.KQ,KOSDAQ
디비금융제14호스팩,0004Y0.KQ,KOSDAQ
유유제약1우,000225.KS,KOSPI
한화플러스제4호스팩,455310.KQ,KOSDAQ
에스케이증권제9호스팩,455910.KQ,KOSDAQ
유안타제17호스팩,493790.KQ,KOSDAQ
교보18호스팩,0041B0.KQ,KOSDAQ
KD,044180.KQ,KOSDAQ
키움히어로제1호스팩,466690.KQ,KOSDAQ
코리아써키트2우B,00781K.KS,KOSPI
SK증권우,001515.KS,KOSPI
신영스팩10호,472220.KQ,KOSDAQ
이베스트스팩6호,478110.KQ,KOSDAQ
디에이치엑스컴퍼니,031860.KQ,KOSDAQ
한양증권우,001755.KS,KOSPI
한화플러스제5호스팩,498390.KQ,KOSDAQ
JW중외제약우,001065.KS,KOSPI
유진스팩11호,488060.KQ,KOSDAQ
유안타제14호스팩,450940.KQ,KOSDAQ
IBKS제24호스팩,469480.KQ,KOSDAQ
IBKS제23호스팩,467930.KQ,KOSDAQ
덕성우,004835.KS,KOSPI
하나34호스팩,484130.KQ,KOSDAQ
대원전선우,006345.KS,KOSPI
에이치엠씨제6호스팩,462020.KQ,KOSDAQ
한국제13호스팩,464440.KQ,KOSDAQ
에스케이증권제13호스팩,473950.KQ,KOSDAQ
신한제15호스팩,487830.KQ,KOSDAQ
유진스팩10호,468760.KQ,KOSDAQ
한국제12호스팩,458610.KQ,KOSDAQ
교보14호스팩,456490.KQ,KOSDAQ
교보15호스팩,465320.KQ,KOSDAQ
키움제10호스팩,487720.KQ,KOSDAQ
비엔케이제3호스팩,0068Y0.KQ,KOSDAQ
성신양회우,004985.KS,KOSPI
에스케이증권제11호스팩,472230.KQ,KOSDAQ
엘에스스팩1호,0041J0.KQ,KOSDAQ
하나33호스팩,475250.KQ,KOSDAQ
신한제13호스팩,474930.KQ,KOSDAQ
노루홀딩스우,000325.KS,KOSPI
투비소프트,079970.KQ,KOSDAQ
계양전기우,012205.KS,KOSPI
크라운제과우,26490K.KS,KOSPI
에스케이증권제10호스팩,457940.KQ,KOSDAQ
에스케이증권제12호스팩,473000.KQ,KOSDAQ
하나32호스팩,475240.KQ,KOSDAQ
일양약품우,007575.KS,KOSPI
노루페인트우,090355.KS,KOSPI
하이트진로홀딩스우,000145.KS,KOSPI
아이엠,101390.KQ,KOSDAQ
흥국화재우,000545.KS,KOSPI
티와이홀딩스우,36328K.KS,KOSPI
남선알미우,008355.KS,KOSPI
더테크놀로지,043090.KQ,KOSDAQ
크라운해태홀딩스우,005745.KS,KOSPI
동부건설우,005965.KS,KOSPI
금강공업우,014285.KS,KOSPI
동원시스템즈우,014825.KS,KOSPI
태영건설우,009415.KS,KOSPI
금호건설우,002995.KS,KOSPI
깨끗한나라우,004545.KS,KOSPI
유유제약2우B,000227.KS,KOSPI
CJ씨푸드1우,011155.KS,KOSPI
동양우,001525.KS,KOSPI
진흥기업우B,002785.KS,KOSPI
성문전자우,014915.KS,KOSPI
동양2우B,001527.KS,KOSPI
서울식품우,004415.KS,KOSPI
진흥기업2우B,002787.KS,KOSPI
대호특수강우,021045.KQ,KOSDAQ
소프트센우,032685.KQ,KOSDAQ
